time,target,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_mean_3,rolling_mean_5,rolling_mean_7,rolling_mean_10,rolling_std_3,rolling_std_5,rolling_std_7,rolling_std_10,fourier_sin_1,fourier_cos_1,fourier_sin_2,fourier_cos_2,fourier_sin_3,fourier_cos_3,time_sq,time_cu,ewma_mean_5,ewma_mean_10,ewma_mean_20,rolling_median_3,rolling_median_5,ratio_lag1,target_positive,target_sq,rolling_range_5
0.005655149533938324,0.005655119391364423,0.005026778415622795,0.004398435455190193,0.003770090758151274,0.003141744572591383,0.00251339714659645,0.005026777754059137,0.004398433718584014,0.003770087781109916,0.002827566394028441,0.0006283419680873777,0.0009934986693564813,0.0013573807554393962,0.0019024145041298447,0.0028275709991429057,0.999996002413132,0.005655119391364423,0.9999840096844896,0.008482622569923909,0.9999640219099566,3.198071625120284e-05,1.8085573260300354e-07,0.004431121054485339,0.003292144993175882,0.0021109420106804715,0.005026778415622795,0.004398435455190193,1.1249987414978941,1,3.198037533058592e-05,0.00251337481877304
0.006283499482153693,0.006283458134331203,0.005655119391364423,0.005026778415622795,0.004398435455190193,0.003770090758151274,0.003141744572591383,0.00565511864710614,0.005026776430931977,0.004398431981978246,0.0034559122074615616,0.0006283398593545361,0.000993495727413531,0.0013573772719061893,0.0019024107485321815,0.003141744572591383,0.9999950647083418,0.006283458134331203,0.9999802588820812,0.009425109674673993,0.9999555826673605,3.948236574222573e-05,2.480874246954781e-07,0.005048566747767293,0.003836020109749577,0.002508324498647208,0.005655119391364423,0.005026778415622795,1.11110972191432,1,3.948184612589296e-05,0.0025133673761799286
0.006911849430369063,0.0069117943964401435,0.006283458134331203,0.005655119391364423,0.005026778415622795,0.004398435455190193,0.003770090758151274,0.00628345730737859,0.005655117158589751,0.005026774446241631,0.004084256656418829,0.0006283375025382702,0.0009934923932150312,0.0013573732524485003,0.0019024062418182479,0.0034559178359310923,0.999994028298125,0.0069117943964401435,0.9999761132638226,0.010367588406598082,0.9999462551110592,4.7773662548093135e-05,3.302043622696814e-07,0.005669642630658243,0.004395251798238771,0.002927702584151297,0.006283458134331203,0.005655119391364423,1.099998479925548,1,4.777290177866137e-05,0.0025133589412499506
0.007540199378584432,0.0075401279296092305,0.0069117943964401435,0.006283458134331203,0.005655119391364423,0.005026778415622795,0.004398435455190193,0.006911793486793525,0.0062834556534735585,0.005655114925815608,0.004712599492814999,0.0006283348976395092,0.000993488666762298,0.0013573686970679154,0.0019024009839898233,0.003770090758151274,0.9999928931825842,0.0075401279296092305,0.9999715728313506,0.011310057928442212,0.9999360392493388,5.685460666880506e-05,4.286950698737862e-07,0.006293137730308573,0.004967047458487945,0.003366981188480624,0.0069117943964401435,0.006283458134331203,1.0909074398238328,1,5.6853529194873184e-05,0.0025133495139864357
0.008168549326799801,0.008168458485757528,0.0075401279296092305,0.0069117943964401435,0.006283458134331203,0.005655119391364423,0.005026778415622795,0.007540126937268968,0.006911791667500505,0.006283453172616501,0.005340940468565462,0.0006283320446592813,0.0009934845480568028,0.0013573636057662337,0.0019023949750489834,0.004084263308241204,0.9999916593618313,0.008168458485757528,0.9999666375864579,0.012252517402960603,0.9999249350912748,6.672519810436148e-05,5.450480720559654e-07,0.006918244648791559,0.005549122190718778,0.003824264740602234,0.0075401279296092305,0.0069117943964401435,1.0833315511373374,1,6.672371403354417e-05,0.002513339094393105
0.00879689927501517,0.008796785816805278,0.008168458485757528,0.0075401279296092305,0.0069117943964401435,0.006283458134331203,0.005655119391364423,0.008168457410724013,0.007540124952588677,0.006911788938561514,0.005969279335586344,0.0006283289435987143,0.000993480037100172,0.0013573579785454652,0.001902388214998101,0.004398435455190193,0.9999903268359882,0.008796785816805278,0.999961307531093,0.0131949659929164,0.9999129426467315,7.738543685476244e-05,6.80751893364392e-07,0.007544425038129465,0.006139606486370868,0.004297838176431095,0.008168458485757528,0.0075401279296092305,1.0769211635393994,1,7.73834407067465e-05,0.0025133276824740747
0.00942524922323054,0.009425109674673993,0.008796785816805278,0.008168458485757528,0.0075401279296092305,0.0069117943964401435,0.006283458134331203,0.008796784659078932,0.008168455260657233,0.007540121975568828,0.0065976158457946065,0.0006283255944590334,0.0009934751338941865,0.0013573518154078319,0.0019023807038398447,0.0047126071679875915,0.9999888956051863,0.009425109674673993,0.9999555826673605,0.014137402861082414,0.9999000619263625,8.88353229200079e-05,8.372950583472386e-07,0.008171319916977641,0.00673697070242598,0.004786149747692324,0.008796785816805278,0.008168458485757528,1.071426526796682,1,8.88326923796333e-05,0.0025133152782338495
0.01005359917144591,0.010053429811286556,0.009425109674673993,0.008796785816805278,0.008168458485757528,0.0075401279296092305,0.0069117943964401435,0.009425108434255276,0.008796782343626516,0.008168452035557704,0.007225949751108135,0.0006283219972415592,0.0009934698384407817,0.0013573451163557664,0.0019023724415771807,0.005026778415622795,0.9999873656695669,0.010053429811286556,0.9999494629975204,0.015079827170241875,0.9998862929416102,0.00010107485630009787,1.0161660915526784e-06,0.008798689881747281,0.007339963267673357,0.0052877954680346315,0.009425109674673993,0.008796785816805278,1.0666644907380662,1,0.00010107145097046524,0.0025133018816773257
0.010681949119661279,0.010681745978567322,0.010053429811286556,0.009425109674673993,0.008796785816805278,0.008168458485757528,0.0075401279296092305,0.010053428488175956,0.009425105953418136,0.008796778870448578,0.007854280803445846,0.0006283181519477108,0.000993464150742049,0.0013573378813919142,0.0019023634282133706,0.005340949167085242,0.9999857370292812,0.010681745978567322,0.9999429485239892,0.016022238083189165,0.9998716357047066,0.00011410403699503237,1.218853517528884e-06,0.009426375247353963,0.007947560124199532,0.005801505040466316,0.010053429811286556,0.009425109674673993,1.0624976927352079,1,0.00011409969715063916,0.002513287492809794
0.011310299067876648,0.011310057928442212,0.010681745978567322,0.010053429811286556,0.009425109674673993,0.008796785816805278,0.008168458485757528,0.010681744572765365,0.010053425841955071,0.00942510223216316,0.008482608754727788,0.0006283140585790089,0.000993458070800234,0.0013573301105191313,0.0019023536637519732,0.005655119391364423,0.9999840096844896,0.011310057928442212,0.9999360392493388,0.01696463476273057,0.9998560902286724,0.00012792286500481136,1.4468458608240284e-06,0.010054269474383381,0.008558923361334564,0.006326129125035449,0.010681745978567322,0.010053429811286556,1.0588210907781914,1,0.00012791741034471853,0.0025132721116369345
